
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-04-10 21:57:27 /api/plots/1 ......................................................................... ~ 0.07ms
  2026-04-10 21:57:27 /api/plots/1/calendars ............................................................. ~ 508.02ms
  2026-04-10 21:57:27 /api/inventory ........................................................................... ~ 1s
  2026-04-10 21:57:28 /api/plots/1/calendars/1 ................................................................. ~ 1s
  2026-04-10 21:57:29 /api/calendars/1/tasks ............................................................. ~ 515.29ms
  2026-04-10 21:57:33 /api/plots/1/calendars ................................................................... ~ 3s
  2026-04-10 21:57:35 /api/plots ......................................................................... ~ 509.68ms
  2026-04-10 21:57:36 /api/plots/1/calendars ............................................................. ~ 509.45ms
  2026-04-10 21:57:36 /api/plots/1 ............................................................................. ~ 1s
  2026-04-10 21:57:37 /api/plots/1/calendars/5 ........................................................... ~ 507.03ms
  2026-04-10 21:57:37 /api/calendars/5/tasks ................................................................... ~ 1s
  2026-04-10 21:57:38 /api/calendars/5/tasks ............................................................. ~ 505.10ms
  2026-04-10 22:45:25 /api/calendars/5/tasks ................................................................... ~ 2s
  2026-04-10 23:00:51 /api/plots ............................................................................... ~ 2s
  2026-04-10 23:00:51 /api/me .................................................................................. ~ 3s
  2026-04-10 23:00:53 /api/plots ............................................................................... ~ 2s
  2026-04-10 23:00:54 /api/plots/1 ............................................................................. ~ 2s
  2026-04-10 23:00:56 /api/plots/1/calendars ................................................................... ~ 3s
  2026-04-10 23:00:57 /api/me .................................................................................. ~ 2s
  2026-04-10 23:00:58 /api/plots/1 ............................................................................. ~ 2s
  2026-04-10 23:01:00 /api/plots/1/calendars ................................................................... ~ 2s
  2026-04-10 23:01:01 /api/inventory ........................................................................... ~ 2s
  2026-04-10 23:01:02 /api/plots/1/calendars/5 ................................................................. ~ 2s
  2026-04-10 23:01:04 /api/calendars/5/tasks ................................................................... ~ 1s
  2026-04-10 23:01:07 /api/plots ............................................................................... ~ 1s
  2026-04-10 23:01:08 /api/inventory ........................................................................... ~ 1s
  2026-04-10 23:01:08 /api/plots ............................................................................... ~ 2s
  2026-04-10 23:01:10 /api/inventory ........................................................................... ~ 1s
  2026-04-10 23:01:31 /api/plots ............................................................................... ~ 1s
  2026-04-10 23:01:33 /api/plots ............................................................................... ~ 1s
  2026-04-10 23:01:37 /api/plots/1/analytics ................................................................... ~ 1s
  2026-04-10 23:01:38 /api/plots/1/analytics ................................................................... ~ 1s
  2026-04-10 23:01:45 /api/plots ............................................................................... ~ 1s
  2026-04-10 23:01:46 /api/plots ............................................................................... ~ 1s
  2026-04-10 23:01:48 /api/plots ............................................................................... ~ 1s
  2026-04-10 23:01:49 /api/plots ............................................................................... ~ 1s
  2026-04-10 23:01:50 /api/plots/1 ............................................................................. ~ 1s
  2026-04-10 23:01:50 /api/plots/1/calendars ................................................................... ~ 2s
  2026-04-10 23:01:51 /api/plots/1 ............................................................................. ~ 2s
  2026-04-10 23:01:52 /api/plots/1/calendars ................................................................... ~ 2s
  2026-04-10 23:01:53 /api/inventory ........................................................................... ~ 2s
  2026-04-10 23:01:54 /api/plots/1/calendars/5 ................................................................. ~ 2s
  2026-04-10 23:01:57 /api/calendars/5/tasks ................................................................... ~ 1s
  2026-04-10 23:01:59 /api/plots/1/calendars ................................................................... ~ 5s
  2026-04-10 23:02:04 /api/plots ......................................................................... ~ 994.72ms
  2026-04-10 23:02:05 /api/plots/1/calendars ................................................................... ~ 1s
  2026-04-10 23:02:05 /api/plots/1 ............................................................................. ~ 2s
  2026-04-10 23:02:07 /api/plots/1/calendars/6 ................................................................. ~ 1s
  2026-04-10 23:02:07 /api/calendars/6/tasks ................................................................... ~ 2s
  2026-04-16 08:26:08 /api/me .................................................................................. ~ 5s
  2026-04-16 08:26:14 /api/plots ............................................................................... ~ 2s
  2026-04-16 08:26:14 /api/me .................................................................................. ~ 3s
  2026-04-16 08:26:16 /api/plots ............................................................................... ~ 2s
  2026-04-16 08:26:17 /api/plots/1 ............................................................................. ~ 4s
  2026-04-16 08:26:19 /api/plots/1/calendars ................................................................... ~ 4s
  2026-04-16 08:26:21 /api/plots/1 ............................................................................. ~ 6s
  2026-04-16 08:26:28 /api/plots/1/calendars ............................................................ ~ -487.65ms
  2026-04-16 08:26:28 /api/inventory ........................................................................... ~ 2s
  2026-04-16 08:26:27 /api/plots/1/calendars/6 ................................................................. ~ 5s
  2026-04-16 08:26:33 /api/calendars/6/tasks ................................................................... ~ 1s
  2026-04-16 12:15:23 /api/inventory ........................................................................... ~ 1s
  2026-04-16 12:15:23 /api/plots/1/calendars/6 ................................................................. ~ 2s
  2026-04-16 12:15:26 /api/calendars/6/tasks ............................................................. ~ 510.28ms
  2026-04-16 13:56:00 /api/plots ......................................................................... ~ 518.98ms
  2026-04-16 13:56:00 /api/inventory ........................................................................... ~ 1s
  2026-04-16 13:56:01 /api/plots ............................................................................... ~ 1s
  2026-04-16 13:56:02 /api/inventory ..................................................................... ~ 513.47ms
  2026-04-16 13:57:25 /api/plots ............................................................................... ~ 1s
  2026-04-16 13:57:25 /api/community ..................................................................... ~ 506.07ms
  2026-04-16 13:57:25 /api/plots ............................................................................... ~ 1s
  2026-04-16 13:57:26 /api/community ........................................................................... ~ 1s
  2026-04-16 13:57:28 /api/plots ......................................................................... ~ 507.91ms
  2026-04-16 13:57:29 /api/plots ......................................................................... ~ 506.05ms
  2026-04-16 13:57:35 /api/plots ......................................................................... ~ 504.16ms
  2026-04-16 13:57:35 /api/inventory ..................................................................... ~ 516.53ms
  2026-04-16 13:57:35 /api/plots ............................................................................... ~ 1s
  2026-04-16 13:57:36 /api/inventory ........................................................................... ~ 1s
  2026-04-16 13:57:38 /api/plots ............................................................................... ~ 1s
  2026-04-16 13:57:39 /api/plots ......................................................................... ~ 514.97ms
  2026-04-16 13:58:09 /api/plots ............................................................................... ~ 1s
  2026-04-16 13:58:46 /api/plots ......................................................................... ~ 502.36ms
  2026-04-16 13:58:53 /api/catalog-plants ................................................................ ~ 504.11ms
  2026-04-16 13:58:53 /api/catalog-plants ...................................................................... ~ 1s
  2026-04-16 13:59:03 /api/plants ........................................................................ ~ 501.13ms
  2026-04-16 13:59:03 /api/plots ............................................................................... ~ 1s
  2026-04-16 13:59:04 /api/plants .............................................................................. ~ 1s
  2026-04-16 13:59:04 /api/plots ............................................................................... ~ 1s
  2026-04-16 13:59:10 /api/catalog-plants ................................................................ ~ 509.90ms
  2026-04-16 13:59:11 /api/catalog-plants ................................................................ ~ 499.94ms
  2026-04-16 13:59:17 /api/catalog-plants/20 ............................................................. ~ 500.82ms
  2026-04-16 13:59:18 /api/catalog-plants/20 ............................................................. ~ 512.17ms
  2026-04-16 13:59:38 /api/catalog-plants ................................................................ ~ 511.51ms
  2026-04-16 13:59:39 /api/catalog-plants ................................................................ ~ 504.45ms
  2026-04-16 13:59:59 /api/catalog-plants ................................................................ ~ 511.19ms
  2026-04-16 14:00:00 /api/catalog-plants ................................................................ ~ 496.65ms
  2026-04-16 14:34:58 /api/plots ............................................................................... ~ 1s
  2026-04-16 14:34:58 /api/inventory ........................................................................... ~ 2s
  2026-04-16 14:34:59 /api/plots ............................................................................... ~ 1s
  2026-04-16 14:35:00 /api/inventory ..................................................................... ~ 504.14ms
  2026-04-16 14:35:05 /api/plots ............................................................................... ~ 1s
  2026-04-16 14:35:05 /api/inventory ........................................................................... ~ 1s
  2026-04-16 14:35:05 /api/me .................................................................................. ~ 2s
  2026-04-16 14:35:05 /api/plots ............................................................................... ~ 2s
  2026-04-16 14:35:07 /api/inventory ........................................................................... ~ 1s
  2026-04-16 14:35:07 /api/me .................................................................................. ~ 1s
  2026-04-16 14:35:08 /api/plants .............................................................................. ~ 1s
  2026-04-16 14:35:09 /api/plots ............................................................................... ~ 1s
  2026-04-16 14:35:10 /api/plants .............................................................................. ~ 1s
  2026-04-16 14:35:10 /api/plots ............................................................................... ~ 1s
  2026-04-16 14:35:24 /api/plots ......................................................................... ~ 503.93ms
  2026-04-16 14:35:25 /api/catalog-plants ................................................................ ~ 506.59ms
  2026-04-16 14:35:25 /api/plots ............................................................................... ~ 1s
  2026-04-16 14:35:26 /api/catalog-plants ...................................................................... ~ 1s
  2026-04-16 14:35:26 /api/plots/1/plant-zones ................................................................. ~ 1s
  2026-04-16 14:35:41 /api/plants .............................................................................. ~ 1s
  2026-04-16 14:35:41 /api/plots ............................................................................... ~ 1s
  2026-04-16 14:35:42 /api/plants .............................................................................. ~ 1s
  2026-04-16 14:35:42 /api/plots ............................................................................... ~ 1s
  2026-04-16 14:35:44 /api/catalog-plants ...................................................................... ~ 1s
  2026-04-16 14:36:15 /api/catalog-plants ...................................................................... ~ 1s
  2026-04-16 14:36:16 /api/catalog-plants ................................................................ ~ 510.17ms
  2026-04-16 14:37:04 /api/catalog-plants/perenual/search ...................................................... ~ 3s
  2026-04-16 14:37:39 /api/catalog-plants/perenual/species/794 ................................................. ~ 3s
  2026-04-16 14:38:23 /api/catalog-plants ................................................................ ~ 503.91ms
  2026-04-16 14:38:24 /api/catalog-plants/31 ................................................................... ~ 1s
  2026-04-16 14:38:25 /api/catalog-plants/31 ............................................................. ~ 501.82ms
  2026-04-16 14:38:34 /api/catalog-plants/31 ............................................................. ~ 518.97ms
  2026-04-16 14:38:35 /api/catalog-plants/31 ............................................................. ~ 508.96ms
  2026-04-16 14:38:43 /api/catalog-plants/31 ............................................................. ~ 514.96ms
  2026-04-16 14:38:43 /api/catalog-plants/31 ............................................................. ~ 512.60ms
  2026-04-16 14:38:44 /api/catalog-plants/31 ............................................................. ~ 511.40ms
  2026-04-16 14:41:09 /api/catalog-plants ...................................................................... ~ 1s
  2026-04-16 14:41:10 /api/catalog-plants ................................................................ ~ 504.40ms
  2026-04-16 14:41:16 /api/catalog-plants/31 ............................................................. ~ 513.41ms
  2026-04-16 14:41:17 /api/catalog-plants/31 ................................................................... ~ 1s
  2026-04-16 14:41:24 /api/catalog-plants/31 ............................................................. ~ 515.79ms
  2026-04-16 14:41:24 /api/catalog-plants/31 ............................................................. ~ 509.55ms
  2026-04-16 14:41:25 /api/catalog-plants/31 ............................................................. ~ 513.84ms
  2026-04-16 14:41:27 /api/catalog-plants ................................................................ ~ 511.68ms
  2026-04-16 14:41:28 /api/catalog-plants ................................................................ ~ 511.69ms
  2026-04-16 14:41:35 /api/catalog-plants/perenual/search ...................................................... ~ 2s
  2026-04-16 14:42:03 /api/catalog-plants/perenual/species/8063 ................................................ ~ 3s
  2026-04-16 14:46:57 /api/me .................................................................................. ~ 1s
  2026-04-16 14:46:58 /api/me ............................................................................ ~ 500.43ms
  2026-04-16 14:46:59 /api/plots ......................................................................... ~ 501.76ms
  2026-04-16 14:47:00 /api/plots ......................................................................... ~ 498.17ms
  2026-04-16 14:47:00 /api/plants .............................................................................. ~ 1s
  2026-04-16 14:47:00 /api/plots ............................................................................... ~ 1s
  2026-04-16 14:47:01 /api/plants .............................................................................. ~ 1s
  2026-04-16 14:47:02 /api/plots ......................................................................... ~ 503.25ms
  2026-04-16 14:47:03 /api/catalog-plants ...................................................................... ~ 1s
  2026-04-16 14:47:12 /api/catalog-plants/perenual/search ................................................ ~ 515.85ms
  2026-04-16 14:47:18 /api/catalog-plants/perenual/species/8063 ................................................ ~ 3s
  2026-04-16 14:52:20 /api/me .................................................................................. ~ 1s
  2026-04-16 14:52:21 /api/me .................................................................................. ~ 1s
  2026-04-16 14:58:24 /api/me .................................................................................. ~ 1s
  2026-04-16 14:58:25 /api/me ............................................................................ ~ 507.18ms
  2026-04-16 14:58:29 /api/me ............................................................................ ~ 506.32ms
  2026-04-16 14:58:29 /api/me ............................................................................ ~ 500.48ms
  2026-04-16 14:58:33 /api/catalog-plants/perenual/search ...................................................... ~ 2s
  2026-04-16 14:58:42 /api/catalog-plants/perenual/species/277 ................................................. ~ 3s
  2026-04-16 14:59:00 /api/catalog-plants ...................................................................... ~ 1s
  2026-04-16 14:59:00 /api/catalog-plants/32 ............................................................. ~ 516.64ms
  2026-04-16 14:59:01 /api/catalog-plants/32 ............................................................. ~ 503.04ms
  2026-04-16 14:59:26 /api/catalog-plants ...................................................................... ~ 1s
  2026-04-16 14:59:26 /api/catalog-plants ................................................................ ~ 527.57ms
  2026-04-16 14:59:36 /api/catalog-plants/perenual/search ...................................................... ~ 2s
  2026-04-16 14:59:41 /api/catalog-plants/perenual/species/1885 ................................................ ~ 3s
  2026-04-16 14:59:59 /api/catalog-plants ...................................................................... ~ 1s
  2026-04-16 15:00:00 /api/catalog-plants/33 ............................................................. ~ 512.01ms
  2026-04-16 15:00:01 /api/catalog-plants/33 ............................................................. ~ 501.93ms
  2026-04-16 15:00:33 /api/catalog-plants ................................................................ ~ 519.11ms
  2026-04-16 15:00:33 /api/catalog-plants ................................................................ ~ 509.06ms
  2026-04-16 15:00:50 /api/catalog-plants/32 ............................................................. ~ 514.77ms
  2026-04-16 15:00:51 /api/catalog-plants/32 ............................................................. ~ 515.72ms
  2026-04-16 15:00:57 /api/catalog-plants ................................................................ ~ 502.86ms
  2026-04-16 15:00:57 /api/catalog-plants ...................................................................... ~ 1s
  2026-04-16 15:01:24 /api/catalog-plants ................................................................ ~ 502.49ms
  2026-04-16 15:01:25 /api/catalog-plants ................................................................ ~ 511.28ms
  2026-04-16 15:01:29 /api/catalog-plants/31 ............................................................. ~ 504.76ms
  2026-04-16 15:01:30 /api/catalog-plants/31 ............................................................. ~ 511.49ms
  2026-04-16 15:43:00 /api/plots ............................................................................... ~ 1s
  2026-04-16 15:43:00 /api/inventory ........................................................................... ~ 1s
  2026-04-16 15:43:02 /api/plots ......................................................................... ~ 998.20ms
  2026-04-16 15:43:02 /api/inventory ........................................................................... ~ 1s
  2026-04-16 15:43:03 /api/plots ......................................................................... ~ 500.88ms
  2026-04-16 15:43:03 /api/inventory ........................................................................... ~ 1s
  2026-04-16 15:43:04 /api/me .................................................................................. ~ 1s
  2026-04-16 15:43:05 /api/plots ............................................................................... ~ 1s
  2026-04-16 15:43:05 /api/inventory ........................................................................... ~ 1s
  2026-04-16 15:43:06 /api/me .................................................................................. ~ 1s
  2026-04-16 15:43:06 /api/plants .............................................................................. ~ 1s
  2026-04-16 15:43:07 /api/plots ............................................................................... ~ 1s
  2026-04-16 15:43:08 /api/plants ........................................................................ ~ 502.97ms
  2026-04-16 15:43:08 /api/plots ............................................................................... ~ 1s
  2026-04-16 15:43:10 /api/catalog-plants ................................................................ ~ 516.41ms
  2026-04-16 15:43:16 /api/catalog-plants/31 ............................................................. ~ 510.66ms
  2026-04-16 15:43:24 /api/catalog-plants/33 ............................................................. ~ 512.49ms
  2026-04-16 15:43:29 /api/catalog-plants/32 ............................................................. ~ 518.68ms
  2026-04-16 15:43:36 /api/catalog-plants/perenual/search ...................................................... ~ 2s
  2026-04-16 15:43:43 /api/catalog-plants/perenual/species/794 ........................................... ~ 515.73ms
  2026-04-16 16:15:39 /api/me ............................................................................ ~ 512.63ms
  2026-04-16 16:15:40 /api/me ............................................................................ ~ 502.49ms
  2026-04-16 16:15:43 /api/me ............................................................................ ~ 502.21ms
  2026-04-16 16:15:43 /api/me ............................................................................ ~ 509.00ms
  2026-04-16 16:15:48 /api/catalog-plants/perenual/search ................................................ ~ 513.75ms
  2026-04-16 16:15:51 /api/catalog-plants/perenual/species/794 ........................................... ~ 501.04ms
  2026-04-17 08:43:17 /api/me .................................................................................. ~ 2s
  2026-04-17 08:43:19 /api/me ............................................................................ ~ 503.91ms
  2026-04-17 08:43:26 /api/catalog-plants ...................................................................... ~ 1s
  2026-04-17 08:43:27 /api/catalog-plants ................................................................ ~ 504.38ms
  2026-04-17 08:43:44 /api/catalog-plants/perenual/search ...................................................... ~ 5s
  2026-04-17 08:44:00 /api/catalog-plants/perenual/species/6369 ................................................ ~ 4s
  2026-04-17 08:44:09 /api/me .................................................................................. ~ 1s
  2026-04-17 08:44:10 /api/me ............................................................................ ~ 498.29ms
  2026-04-17 08:44:16 /api/catalog-plants/perenual/search ...................................................... ~ 9s
  2026-04-17 08:44:31 /api/catalog-plants/perenual/species/795 ................................................. ~ 5s
  2026-04-17 22:04:51 /api/inventory ........................................................................... ~ 1s
  2026-04-17 22:04:53 /api/inventory ..................................................................... ~ 513.77ms
  2026-04-17 23:04:08 /api/plants .............................................................................. ~ 2s
  2026-04-17 23:04:14 /api/inventory ........................................................................... ~ 1s
  2026-04-17 23:04:15 /api/inventory ..................................................................... ~ 511.21ms
  2026-04-17 23:04:30 /api/plots ......................................................................... ~ 503.36ms
  2026-04-17 23:04:30 /api/inventory ..................................................................... ~ 509.72ms
  2026-04-17 23:04:31 /api/plots ......................................................................... ~ 512.35ms
  2026-04-17 23:04:31 /api/inventory ..................................................................... ~ 512.34ms
  2026-04-17 23:04:35 /api/plots ......................................................................... ~ 514.34ms
  2026-04-17 23:04:35 /api/plots ......................................................................... ~ 512.07ms
  2026-04-17 23:04:36 /api/plots/9 ....................................................................... ~ 512.37ms
  2026-04-17 23:04:36 /api/plots/9/plant-zones ................................................................. ~ 1s
  2026-04-17 23:04:36 /api/plots/9/plants ...................................................................... ~ 1s
  2026-04-17 23:04:37 /api/plots/9/rotations ................................................................... ~ 1s
  2026-04-17 23:04:37 /api/plots/9/access ...................................................................... ~ 1s
  2026-04-17 23:04:38 /api/plots/9/rotations ............................................................. ~ 510.43ms
  2026-04-17 23:04:38 /api/plots/9/plant-zones ........................................................... ~ 515.41ms
  2026-04-17 23:04:39 /api/plots/9/plants ................................................................ ~ 513.09ms
  2026-04-17 23:04:39 /api/plots/9 ............................................................................. ~ 1s
  2026-04-17 23:04:39 /api/plots/9/access ...................................................................... ~ 1s
  2026-04-17 23:05:14 /api/plots/9/plant-zones ........................................................... ~ 512.85ms
  2026-04-17 23:05:33 /api/plots/9/plant-zones/8 ......................................................... ~ 516.84ms
  2026-04-17 23:05:37 /api/plots/9/plant-zones/8 ......................................................... ~ 501.32ms
  2026-04-17 23:05:53 /api/plots/9/plant-zones/8 ......................................................... ~ 501.08ms
  2026-04-17 23:06:02 /api/plots/9/plant-zones/8 ......................................................... ~ 512.11ms
  2026-04-17 23:06:04 /api/plots/9/plant-zones/8 ......................................................... ~ 500.90ms
  2026-04-17 23:06:42 /api/plots/9/plant-zones ................................................................. ~ 1s
  2026-04-17 23:06:50 /api/plots/9/plant-zones/9 ......................................................... ~ 513.64ms
  2026-04-17 23:06:54 /api/plots/9/plant-zones/9 ............................................................... ~ 1s
  2026-04-17 23:06:59 /api/plots/9/plant-zones/9 ......................................................... ~ 515.23ms
  2026-04-17 23:07:01 /api/plots/9/plant-zones/9 ......................................................... ~ 500.71ms
  2026-04-17 23:07:20 /api/plots/9/plant-zones/8 ......................................................... ~ 525.29ms
  2026-04-17 23:07:20 /api/plots/9/plant-zones/9 ............................................................... ~ 1s
  2026-04-17 23:07:20 /api/plots/9 ............................................................................. ~ 1s
  2026-04-17 23:07:25 /api/plots/9 ....................................................................... ~ 518.32ms
  2026-04-17 23:07:25 /api/plots/9/plant-zones/8 ......................................................... ~ 521.51ms
  2026-04-17 23:07:25 /api/plots/9/plant-zones/9 ............................................................... ~ 1s
  2026-04-17 23:07:45 /api/catalog-plants ................................................................ ~ 506.03ms
  2026-04-17 23:07:45 /api/catalog-plants ................................................................ ~ 504.08ms
  2026-04-17 23:08:06 /api/catalog-plants/29 ............................................................. ~ 501.99ms
  2026-04-17 23:08:07 /api/catalog-plants/29 ............................................................. ~ 513.41ms
  2026-04-17 23:08:10 /api/plots ......................................................................... ~ 517.21ms
  2026-04-17 23:08:10 /api/catalog-plants ................................................................ ~ 511.46ms
  2026-04-17 23:08:10 /api/plots ............................................................................... ~ 1s
  2026-04-17 23:08:11 /api/catalog-plants .................................................................. ~ 0.10ms
  2026-04-17 23:08:11 /api/plots/1/plant-zones ........................................................... ~ 495.54ms
  2026-04-17 23:08:33 /api/plants ........................................................................ ~ 506.15ms
  2026-04-17 23:08:34 /api/plots ......................................................................... ~ 500.97ms
  2026-04-17 23:08:34 /api/plants .............................................................................. ~ 1s
  2026-04-17 23:08:35 /api/plots ......................................................................... ~ 498.12ms
  2026-04-17 23:08:36 /api/catalog-plants ................................................................ ~ 514.72ms
  2026-04-17 23:08:49 /api/catalog-plants/perenual/search ..................................................... ~ 20s
  2026-04-17 23:09:17 /api/catalog-plants/perenual/search ..................................................... ~ 20s
  2026-04-17 23:10:16 /api/catalog-plants ...................................................................... ~ 1s
  2026-04-17 23:10:17 /api/catalog-plants ................................................................ ~ 513.39ms
  2026-04-17 23:10:22 /api/catalog-plants/29 ............................................................. ~ 511.43ms
  2026-04-17 23:10:22 /api/catalog-plants/29 ............................................................. ~ 514.31ms
  2026-04-17 23:10:31 /api/catalog-plants ................................................................ ~ 503.77ms
  2026-04-17 23:10:32 /api/catalog-plants ................................................................ ~ 505.57ms
  2026-04-17 23:10:38 /api/catalog-plants/24 ............................................................. ~ 516.67ms
  2026-04-17 23:10:38 /api/catalog-plants/24 ............................................................. ~ 500.69ms
  2026-04-17 23:38:08 /api/catalog-plants/24 ................................................................... ~ 1s
  2026-04-17 23:38:08 /api/me .................................................................................. ~ 2s
  2026-04-17 23:38:09 /api/catalog-plants/24 ............................................................. ~ 507.73ms
  2026-04-17 23:38:10 /api/me ............................................................................ ~ 503.42ms
  2026-04-18 00:21:24 /api/inventory ........................................................................... ~ 1s
  2026-04-18 00:21:24 /api/me .................................................................................. ~ 1s
  2026-04-18 00:21:25 /api/inventory ..................................................................... ~ 511.70ms
  2026-04-18 00:21:25 /api/me .................................................................................. ~ 1s
  2026-04-18 00:21:27 /api/plots ......................................................................... ~ 513.14ms
  2026-04-18 00:21:27 /api/plants .............................................................................. ~ 2s
  2026-04-18 00:21:28 /api/plots ............................................................................... ~ 2s
  2026-04-18 00:21:30 /api/plants ........................................................................ ~ 513.22ms
  2026-04-18 00:21:34 /api/plots ......................................................................... ~ 501.06ms
  2026-04-18 00:21:34 /api/catalog-plants ................................................................ ~ 510.42ms
  2026-04-18 00:21:35 /api/plots ......................................................................... ~ 511.59ms
  2026-04-18 00:21:35 /api/catalog-plants ................................................................ ~ 513.95ms
  2026-04-18 00:21:35 /api/plots/1/plant-zones ................................................................. ~ 1s
  2026-04-18 00:21:37 /api/plots ......................................................................... ~ 501.22ms
  2026-04-18 00:21:37 /api/plots ......................................................................... ~ 520.21ms
  2026-04-18 00:21:40 /api/plots ......................................................................... ~ 513.31ms
  2026-04-18 00:21:41 /api/plots ......................................................................... ~ 512.41ms
  2026-04-18 00:21:41 /api/plots/9 ....................................................................... ~ 512.35ms
  2026-04-18 00:21:41 /api/plots/9/plant-zones ................................................................. ~ 1s
  2026-04-18 00:21:42 /api/plots/9/plants ................................................................ ~ 498.78ms
  2026-04-18 00:21:42 /api/plots/9/rotations ............................................................. ~ 512.53ms
  2026-04-18 00:21:43 /api/plots/9/access ...................................................................... ~ 1s
  2026-04-18 00:21:43 /api/plots/9 ............................................................................. ~ 1s
  2026-04-18 00:21:43 /api/plots/9/plant-zones ........................................................... ~ 516.01ms
  2026-04-18 00:21:44 /api/plots/9/plants ................................................................ ~ 512.40ms
  2026-04-18 00:21:44 /api/plots/9/rotations ................................................................... ~ 1s
  2026-04-18 00:21:44 /api/plots/9/access ...................................................................... ~ 1s
  2026-04-18 00:21:58 /api/plots/9/plant-zones/9 ......................................................... ~ 503.12ms
  2026-04-18 00:22:31 /api/plots/9/plant-zones/8 ......................................................... ~ 508.52ms
  2026-04-18 00:22:36 /api/plots/9/plant-zones/9 ......................................................... ~ 502.05ms
  2026-04-18 00:22:41 /api/plots/9/plant-zones/9 ......................................................... ~ 516.93ms
  2026-04-18 00:22:43 /api/plots/9/plant-zones/8 ......................................................... ~ 516.49ms
  2026-04-18 00:22:43 /api/plots/9/plant-zones/9 ............................................................... ~ 1s
  2026-04-18 00:22:43 /api/plots/9 ............................................................................. ~ 1s
  2026-04-18 00:22:48 /api/plots/9/plant-zones/9 ........................................................... ~ 0.19ms
  2026-04-18 00:23:00 /api/catalog-plants ................................................................ ~ 502.55ms
  2026-04-18 00:23:07 /api/catalog-plants ...................................................................... ~ 1s
  2026-04-18 00:23:21 /api/plots/9/plants ................................................................ ~ 514.47ms
  2026-04-18 00:23:37 /api/catalog-plants ................................................................ ~ 514.82ms
  2026-04-18 00:23:44 /api/catalog-plants ................................................................ ~ 518.17ms
  2026-04-18 00:23:48 /api/plots/9/plants ................................................................ ~ 515.18ms
  2026-04-18 00:23:59 /api/catalog-plants ................................................................ ~ 500.22ms
  2026-04-18 00:24:02 /api/catalog-plants ................................................................ ~ 512.10ms
  2026-04-18 00:24:05 /api/plots/9/plants ................................................................ ~ 505.98ms
  2026-04-18 00:24:10 /api/catalog-plants ................................................................ ~ 515.92ms
  2026-04-18 00:24:40 /api/catalog-plants ................................................................ ~ 507.06ms
  2026-04-18 00:24:42 /api/catalog-plants ................................................................ ~ 501.62ms
  2026-04-18 00:24:42 /api/catalog-plants ................................................................ ~ 496.73ms
  2026-04-18 00:24:46 /api/catalog-plants ................................................................ ~ 515.74ms
  2026-04-18 00:24:54 /api/plots/9/plants ................................................................ ~ 514.84ms
  2026-04-18 00:25:06 /api/plots/9 ....................................................................... ~ 515.87ms
  2026-04-18 00:25:07 /api/plots/9/plant-zones/8 ......................................................... ~ 498.12ms
  2026-04-18 00:25:07 /api/plots/9/plant-zones/9 ......................................................... ~ 500.34ms
  2026-04-18 00:25:14 /api/plots ......................................................................... ~ 501.01ms
  2026-04-18 00:25:14 /api/plots ......................................................................... ~ 512.28ms
  2026-04-18 00:25:14 /api/plots/9 ....................................................................... ~ 498.60ms
  2026-04-18 00:25:14 /api/plots/9/calendars ............................................................. ~ 501.76ms
  2026-04-18 00:25:15 /api/plots/9 ....................................................................... ~ 508.63ms
  2026-04-18 00:25:15 /api/plots/9/calendars ............................................................. ~ 510.08ms
  2026-04-18 00:25:22 /api/plots/9/calendars .................................................................. ~ 20s
  2026-04-18 00:26:03 /api/plots ......................................................................... ~ 504.02ms
  2026-04-18 00:26:04 /api/plots ......................................................................... ~ 513.63ms
  2026-04-18 00:26:06 /api/plots ......................................................................... ~ 505.86ms
  2026-04-18 00:26:06 /api/plots ......................................................................... ~ 519.62ms
  2026-04-18 00:26:07 /api/plots/1 ....................................................................... ~ 506.63ms
  2026-04-18 00:26:07 /api/plots/1/calendars ............................................................. ~ 509.91ms
  2026-04-18 00:26:07 /api/plots/1 ....................................................................... ~ 508.34ms
  2026-04-18 00:26:07 /api/plots/1/calendars ................................................................... ~ 1s
  2026-04-18 00:26:08 /api/plots/1/calendars/6 ................................................................. ~ 1s
  2026-04-18 00:26:08 /api/calendars/6/tasks ............................................................... ~ 0.06ms
  2026-04-18 00:26:10 /api/plots/1/calendars/5 ........................................................... ~ 516.68ms
  2026-04-18 00:26:10 /api/calendars/5/tasks ............................................................. ~ 512.03ms
  2026-04-18 00:26:23 /api/tasks/14/complete ............................................................. ~ 504.18ms
  2026-04-18 00:26:24 /api/calendars/5/tasks ................................................................... ~ 1s
  2026-04-18 00:26:24 /api/plots/1/calendars/5 ................................................................. ~ 1s
  2026-04-20 14:46:53 /api/plots ............................................................................... ~ 1s
  2026-04-20 14:46:53 /api/me .................................................................................. ~ 2s
  2026-04-20 14:46:54 /api/inventory ........................................................................... ~ 1s
  2026-04-20 14:46:55 /api/plots ......................................................................... ~ 513.23ms
  2026-04-20 14:46:55 /api/plots/1 ....................................................................... ~ 511.78ms
  2026-04-20 14:46:56 /api/plots/1/calendars ................................................................... ~ 1s
  2026-04-20 14:46:56 /api/me .................................................................................. ~ 1s
  2026-04-20 14:46:56 /api/inventory ........................................................................... ~ 1s
  2026-04-20 14:46:57 /api/plots ......................................................................... ~ 510.66ms
